StateTerr,HAI,Year,State_NHSN_Mandate,FAC_TYPE,Num_Facilities_Reporting,Observed_Infections,Predicted_Infections,Standardized_Infection_Ratio,Facilities_Atleast_1_Predicted_HAI,PCT_Hospitals_SIR_Greater_Than_National_SIR
Washington,CAUTI,2016,No,General,59,490,477.3,1.03,44,9
Alaska,VAE,2016,No,General,7,57,44.480664,1.28,4,
Arizona,VAE,2016,No,General,30,544,396.7868187,1.37,19,42
Arkansas,VAE,2016,No,General,20,123,157.4612339,0.78,15,13
California,VAE,2016,No,General,168,1678,2049.728989,0.82,148,16
Colorado,VAE,2016,No,General,36,401,345.135089,1.16,25,24
Alaska,VAE,2016,Yes,LTAC,1,,,,,
Arizona,VAE,2016,No,LTAC,8,16,27.18478718,0.59,6,
Connecticut,VAE,2016,No,General,16,364,234.9896991,1.55,15,47
Delaware,VAE,2016,,General,3,,,,,
District of Columbia,VAE,2016,No,General,3,,,,,
Florida,VAE,2016,No,General,113,1643,2000.712574,0.82,103,21
Georgia,VAE,2016,No,General,66,1155,1058.174295,1.09,52,15
Guam,VAE,2016,No,General,0,,,,,
Hawaii,VAE,2016,No,General,6,10,31.35654709,0.32,6,
Idaho,VAE,2016,No,General,7,56,55.47007067,1.01,6,
Illinois,VAE,2016,No,General,60,514,503.6394127,1.02,44,14
Indiana,VAE,2016,No,General,63,839,763.3585775,1.1,47,21
Iowa,VAE,2016,No,General,14,57,47.15657181,1.21,10,10
Kansas,VAE,2016,No,General,31,213,174.5358081,1.22,16,19
Kentucky,VAE,2016,No,General,40,360,262.9994925,1.37,22,18
Louisiana,VAE,2016,No,General,31,124,194.0534975,0.64,20,10
Maine,VAE,2016,No,General,12,186,96.39020441,1.93,7,
Maryland,VAE,2016,No,General,24,204,254.9617702,0.8,22,14
Massachusetts,VAE,2016,No,General,22,430,282.8213683,1.52,18,39
Michigan,VAE,2016,No,General,74,1537,1309.597888,1.17,54,28
Arkansas,VAE,2016,Yes,LTAC,7,15,15.52401647,0.97,5,
Minnesota,VAE,2016,No,General,10,185,156.5317853,1.18,6,
Mississippi,VAE,2016,No,General,26,95,134.1313328,0.71,18,11
Missouri,VAE,2016,,General,36,483,528.8280793,0.91,26,19
Montana,VAE,2016,No,General,4,,,,,
Nebraska,VAE,2016,No,General,12,203,116.2429259,1.75,9,
Nevada,VAE,2016,No,General,19,237,439.5115797,0.54,16,0
New Hampshire,VAE,2016,No,General,10,24,34.50753691,0.7,8,
New Jersey,VAE,2016,No,General,47,600,757.4967207,0.79,46,24
New Mexico,VAE,2016,No,General,19,158,93.47431941,1.69,8,
New York,VAE,2016,No,General,134,1608,2359.137597,0.68,118,14
North Carolina,VAE,2016,No,General,40,802,541.1089694,1.48,29,34
North Dakota,VAE,2016,No,General,1,,,,,
Ohio,VAE,2016,No,General,77,1310,1069.119039,1.23,63,32
Oklahoma,VAE,2016,No,General,34,312,344.0932163,0.91,19,5
Oregon,VAE,2016,No,General,24,164,164.3884307,1,17,18
Pennsylvania,VAE,2016,Yes,General,140,2199,2372.284247,0.93,106,20
Puerto Rico,VAE,2016,No,General,7,71,65.70520196,1.08,6,
Rhode Island,VAE,2016,No,General,9,69,86.05184279,0.8,7,
South Carolina,VAE,2016,Yes,General,53,956,758.8618446,1.26,35,31
South Dakota,VAE,2016,No,General,6,26,20.45866807,1.27,1,
California,VAE,2016,No,LTAC,23,184,246.467386,0.75,22,18
Tennessee,VAE,2016,No,General,52,701,646.6899547,1.08,32,28
Texas,VAE,2016,No,General,125,1030,1399.258713,0.74,90,12
Utah,VAE,2016,Midyear Implementation,General,7,27,20.94605204,1.29,4,
Vermont,VAE,2016,No,General,0,,,,,
Virgin Islands,VAE,2016,,General,1,,,,,
Alaska,MRSA,2016,Yes,REHAB,2,,,,,
Alaska,CAUTI,2016,Yes,LTAC,1,,,,,
Arkansas,MRSA,2016,Yes,REHAB,25,2,3.1925,0.63,0,
Arizona,MRSA,2016,No,REHAB,24,4,3.8341,1.04,0,
California,MRSA,2016,Yes,REHAB,75,8,9.4281,0.85,0,
Colorado,MRSA,2016,No,REHAB,19,0,2.0958,0,0,
Connecticut,MRSA,2016,Yes,REHAB,6,1,0.6233,,0,
District of Columbia,MRSA,2016,Yes,REHAB,2,,,,,
Delaware,MRSA,2016,,REHAB,3,,,,,
Florida,MRSA,2016,No,REHAB,54,17,12.5813,1.35,0,
Georgia,MRSA,2016,Yes,REHAB,28,6,3.7361,1.61,0,
Guam,MRSA,2016,No,REHAB,0,,,,,
Hawaii,MRSA,2016,Yes,REHAB,1,,,,,
Iowa,MRSA,2016,No,REHAB,15,1,0.8914,,0,
Idaho,MRSA,2016,No,REHAB,6,0,0.4958,,0,
Illinois,MRSA,2016,Yes,REHAB,49,10,7.3272,1.37,0,
Indiana,MRSA,2016,No,REHAB,38,7,4.3582,1.61,0,
Kansas,MRSA,2016,No,REHAB,20,2,2.3714,0.84,0,
Kentucky,MRSA,2016,Yes,REHAB,16,5,2.8863,1.73,0,
Louisiana,MRSA,2016,No,REHAB,45,7,3.7918,1.85,0,
Massachusetts,MRSA,2016,No,REHAB,10,2,3.7687,0.53,0,
Maryland,MRSA,2016,No,REHAB,3,,,,,
Maine,MRSA,2016,No,REHAB,5,0,0.8062,,0,
Michigan,MRSA,2016,No,REHAB,39,8,5.0265,1.59,0,
Minnesota,MRSA,2016,No,REHAB,14,4,1.206,3.32,0,
Missouri,MRSA,2016,,REHAB,30,5,4.3124,1.16,0,
Mississippi,MRSA,2016,Yes,REHAB,11,1,1.3942,0.72,0,
Montana,MRSA,2016,No,REHAB,5,0,0.2537,,0,
North Carolina,MRSA,2016,Yes,REHAB,26,9,4.2413,2.12,0,
North Dakota,MRSA,2016,No,REHAB,5,1,0.2429,,0,
Nebraska,MRSA,2016,Yes,REHAB,9,1,1.0002,1,0,
New Hampshire,MRSA,2016,No,REHAB,8,0,1.3229,0,0,
New Jersey,MRSA,2016,No,REHAB,17,0,5.6295,0,1,
New Mexico,MRSA,2016,No,REHAB,8,1,1.1387,0.88,0,
Nevada,MRSA,2016,Yes,REHAB,12,4,2.6312,1.52,0,
New York,MRSA,2016,,REHAB,58,11,7.8929,1.39,0,
Ohio,MRSA,2016,No,REHAB,53,4,6.5513,0.61,0,
Oklahoma,MRSA,2016,No,REHAB,23,6,2.0749,2.89,0,
Oregon,MRSA,2016,Yes,REHAB,8,0,0.5929,,0,
Pennsylvania,MRSA,2016,Yes,REHAB,79,11,13.2085,0.83,0,
Puerto Rico,MRSA,2016,No,REHAB,4,,,,,
Rhode Island,MRSA,2016,No,REHAB,6,0,0.4527,,0,
South Carolina,MRSA,2016,Yes,REHAB,18,6,3.3501,1.79,0,
South Dakota,MRSA,2016,No,REHAB,3,,,,,
Tennessee,MRSA,2016,Yes,REHAB,32,10,4.4304,2.26,0,
Texas,MRSA,2016,No,REHAB,142,29,21.5617,1.35,0,
Utah,MRSA,2016,Yes,REHAB,11,0,1.1054,0,0,
Virginia,MRSA,2016,No,REHAB,27,5,4.1087,1.22,0,
Virgin Islands,MRSA,2016,,REHAB,0,,,,,
Vermont,MRSA,2016,No,REHAB,2,,,,,
Washington,MRSA,2016,No,REHAB,15,0,1.2989,0,0,
Wisconsin,MRSA,2016,No,REHAB,24,2,1.7784,1.13,0,
West Virginia,MRSA,2016,Yes,REHAB,8,0,1.4431,0,0,
Wyoming,MRSA,2016,No,REHAB,3,,,,,
Alabama,CDI,2016,No,REHAB,16,104,85.782,1.21,14,21
Alabama,MRSA,2016,No,LTAC,8,10,10.892,0.92,6,
Alaska,CDI,2016,Yes,REHAB,2,,,,,
Arizona,CDI,2016,No,REHAB,24,127,83.909,1.51,22,14
Arkansas,CDI,2016,Yes,REHAB,25,55,66.539,0.83,19,5
California,CDI,2016,Yes,REHAB,75,215,227.409,0.95,66,6
Colorado,CDI,2016,Yes,REHAB,19,34,47.07,0.72,18,0
Connecticut,CDI,2016,Yes,REHAB,6,7,14.233,0.49,6,
Delaware,CDI,2016,,REHAB,3,,,,,
District of Columbia,CDI,2016,Midyear Implementation,REHAB,2,,,,,
Florida,CDI,2016,No,REHAB,54,261,271.188,0.96,51,10
Georgia,CDI,2016,Yes,REHAB,28,91,92.738,0.98,26,12
Guam,CDI,2016,No,REHAB,0,,,,,
Hawaii,CDI,2016,Yes,REHAB,1,,,,,
Idaho,CDI,2016,No,REHAB,6,13,11.547,1.13,4,
Illinois,CDI,2016,Yes,REHAB,49,152,185.807,0.82,45,4
Indiana,CDI,2016,No,REHAB,38,88,108.784,0.81,32,6
Iowa,CDI,2016,No,REHAB,15,26,23.493,1.11,9,
Kansas,CDI,2016,No,REHAB,20,33,59.878,0.55,13,0
Kentucky,CDI,2016,Yes,REHAB,16,61,65.527,0.93,14,7
Louisiana,CDI,2016,No,REHAB,45,72,82.048,0.88,31,7
Maine,CDI,2016,No,REHAB,5,21,17.789,1.18,4,
Maryland,CDI,2016,No,REHAB,3,,,,,
Massachusetts,CDI,2016,No,REHAB,10,56,77.66,0.72,10,0
Michigan,CDI,2016,No,REHAB,39,107,138.56,0.77,34,3
Minnesota,CDI,2016,No,REHAB,14,26,32.52,0.8,11,0
Mississippi,CDI,2016,Yes,REHAB,11,23,28.962,0.79,9,
Missouri,CDI,2016,,REHAB,30,84,93.346,0.9,26,4
Montana,CDI,2016,No,REHAB,5,6,5.971,1.01,2,
Nebraska,CDI,2016,Yes,REHAB,9,26,24.379,1.07,6,
Nevada,CDI,2016,No,REHAB,12,153,68.752,2.23,11,36
New Hampshire,CDI,2016,No,REHAB,8,31,28.458,1.09,8,
New Jersey,CDI,2016,No,REHAB,17,119,123.269,0.97,16,6
New Mexico,CDI,2016,No,REHAB,7,63,27.367,2.3,6,
New York,CDI,2016,,REHAB,57,198,201.627,0.98,45,4
North Carolina,CDI,2016,Yes,REHAB,26,92,108.622,0.85,19,5
North Dakota,CDI,2016,No,REHAB,5,10,5.865,1.71,3,
Ohio,CDI,2016,No,REHAB,53,136,147.843,0.92,39,8
Oklahoma,CDI,2016,No,REHAB,23,41,45.172,0.91,14,7
Oregon,CDI,2016,Yes,REHAB,8,3,15.801,0.19,6,
Pennsylvania,CDI,2016,Yes,REHAB,79,277,309.043,0.9,59,7
Puerto Rico,CDI,2016,No,REHAB,4,,,,,
Rhode Island,CDI,2016,No,REHAB,6,12,10.969,1.09,6,
South Carolina,CDI,2016,Yes,REHAB,18,49,70.215,0.7,15,7
South Dakota,CDI,2016,No,REHAB,3,,,,,
Tennessee,CDI,2016,Yes,REHAB,32,63,102.15,0.62,23,0
Texas,CDI,2016,No,REHAB,142,474,480.884,0.99,121,12
Utah,CDI,2016,Yes,REHAB,11,31,25.494,1.22,9,
Vermont,CDI,2016,No,REHAB,2,,,,,
Virgin Islands,CDI,2016,,REHAB,0,,,,,
Virginia,CDI,2016,No,REHAB,27,94,94.668,0.99,22,5
Washington,CDI,2016,No,REHAB,15,28,33.493,0.84,12,0
West Virginia,CDI,2016,Yes,REHAB,8,43,27.06,1.59,5,
Wisconsin,CDI,2016,No,REHAB,24,44,44.249,0.99,16,6
Arizona,CAUTI,2016,No,LTAC,8,23,49.263,0.47,8,
Virginia,VAE,2016,No,General,64,886,812.1843029,1.09,45,22
Alaska,CAUTI,2016,Yes,REHAB,2,,,,,
Arizona,CAUTI,2016,No,REHAB,24,18,25.691,0.7,13,8
Arkansas,CAUTI,2016,Yes,REHAB,25,17,21.076,0.81,4,
California,CAUTI,2016,No,REHAB,76,50,72.931,0.69,26,0
Colorado,CAUTI,2016,No,REHAB,19,15,16.745,0.9,8,
Connecticut,CAUTI,2016,Yes,REHAB,6,4,3.582,1.12,0,
Arkansas,CAUTI,2016,Yes,LTAC,7,31,35.528,0.87,7,
Delaware,CAUTI,2016,,REHAB,3,,,,,
District of Columbia,CAUTI,2016,Midyear Implementation,REHAB,2,,,,,
Florida,CAUTI,2016,No,REHAB,54,65,84.25,0.77,36,0
California,CAUTI,2016,No,LTAC,24,393,371.692,1.06,23,30
Georgia,CAUTI,2016,Yes,REHAB,28,27,28.422,0.95,12,0
Guam,CAUTI,2016,No,REHAB,0,,,,,
Hawaii,CAUTI,2016,Yes,REHAB,1,,,,,
Idaho,CAUTI,2016,No,REHAB,6,9,5.442,1.65,3,
Illinois,CAUTI,2016,Yes,REHAB,49,82,50.811,1.61,15,13
Indiana,CAUTI,2016,Yes,REHAB,38,29,33.995,0.85,12,0
Iowa,CAUTI,2016,No,REHAB,15,14,8.088,1.73,3,
Kansas,CAUTI,2016,No,REHAB,21,17,13.458,1.26,4,
West Virginia,CAUTI,2016,Yes,General,29,180,252.25,0.71,22,0
Kentucky,CAUTI,2016,Yes,REHAB,16,26,15.153,1.72,4,
Louisiana,CAUTI,2016,No,REHAB,45,39,34.448,1.13,7,
Maine,CAUTI,2016,No,REHAB,5,2,4.51,0.44,2,
Maryland,CAUTI,2016,No,REHAB,3,,,,,
Massachusetts,CAUTI,2016,No,REHAB,10,19,22.446,0.85,6,
Michigan,CAUTI,2016,No,REHAB,39,57,35.157,1.62,12,17
Minnesota,CAUTI,2016,No,REHAB,14,18,11.584,1.55,4,
Mississippi,CAUTI,2016,Yes,REHAB,11,4,9.059,0.44,4,
Missouri,CAUTI,2016,,REHAB,30,36,30.089,1.2,8,
Montana,CAUTI,2016,No,REHAB,5,0,1.235,0,0,
Nebraska,CAUTI,2016,No,REHAB,9,16,10.471,1.53,2,
Nevada,CAUTI,2016,No,REHAB,12,15,18.193,0.82,9,
New Hampshire,CAUTI,2016,No,REHAB,8,21,6.783,3.1,2,
New Jersey,CAUTI,2016,No,REHAB,17,47,42.194,1.11,13,0
New Mexico,CAUTI,2016,No,REHAB,8,6,8.574,0.7,5,
New York,CAUTI,2016,,REHAB,58,65,52.469,1.24,18,6
North Carolina,CAUTI,2016,Yes,REHAB,26,47,27.394,1.72,10,10
North Dakota,CAUTI,2016,No,REHAB,5,6,2.262,2.65,0,
Ohio,CAUTI,2016,No,REHAB,53,37,49.275,0.75,20,5
Oklahoma,CAUTI,2016,No,REHAB,23,28,16.687,1.68,5,
Oregon,CAUTI,2016,Yes,REHAB,8,7,5.8,1.21,2,
Colorado,CAUTI,2016,No,LTAC,8,89,62.958,1.41,8,
Pennsylvania,CAUTI,2016,Yes,REHAB,79,101,78.851,1.28,22,9
Puerto Rico,CAUTI,2016,No,REHAB,4,,,,,
Rhode Island,CAUTI,2016,No,REHAB,6,4,3.944,1.01,0,
South Carolina,CAUTI,2016,No,REHAB,18,11,13.282,0.83,5,
South Dakota,CAUTI,2016,No,REHAB,3,,,,,
Connecticut,CAUTI,2016,Yes,LTAC,3,,,,,
Tennessee,CAUTI,2016,Yes,REHAB,32,31,26.516,1.17,10,10
Texas,CAUTI,2016,No,REHAB,144,140,153.075,0.92,58,5
Utah,CAUTI,2016,Yes,REHAB,11,11,6.868,1.6,3,
Delaware,CAUTI,2016,,LTAC,1,,,,,
Alabama,CLABSI,2016,No,REHAB,5,6,2.69,2.23,1,
Alabama,MRSA,2016,No,REHAB,16,4,3.7572,1.07,0,
Alaska,CLABSI,2016,No,REHAB,2,,,,,
Arizona,CLABSI,2016,No,REHAB,13,2,2.225,0.9,0,
Arkansas,CLABSI,2016,No,REHAB,13,2,2.496,0.8,0,
California,CLABSI,2016,Yes,REHAB,76,16,15.369,1.04,1,
Colorado,CLABSI,2016,Yes,REHAB,19,1,4.446,0.23,0,
Connecticut,CLABSI,2016,Midyear Implementation,REHAB,4,,,,,
Delaware,CLABSI,2016,,REHAB,3,,,,,
District of Columbia,CLABSI,2016,Yes,REHAB,2,,,,,
Florida,CLABSI,2016,No,REHAB,22,8,8.92,0.9,2,
Georgia,CLABSI,2016,No,REHAB,18,2,4.827,0.41,0,
Guam,CLABSI,2016,No,REHAB,0,,,,,
Hawaii,CLABSI,2016,No,REHAB,0,,,,,
Idaho,CLABSI,2016,No,REHAB,2,,,,,
Illinois,CLABSI,2016,No,REHAB,33,2,9.144,0.22,1,
Indiana,CLABSI,2016,No,REHAB,23,13,5.959,2.18,0,
Iowa,CLABSI,2016,No,REHAB,10,2,1.134,1.76,0,
Kansas,CLABSI,2016,No,REHAB,8,0,1.624,0,1,
Kentucky,CLABSI,2016,No,REHAB,8,1,1.746,0.57,0,
Louisiana,CLABSI,2016,No,REHAB,19,4,3.314,1.21,0,
Maine,CLABSI,2016,No,REHAB,4,,,,,
Maryland,CLABSI,2016,No,REHAB,2,,,,,
Massachusetts,CLABSI,2016,No,REHAB,3,,,,,
Michigan,CLABSI,2016,No,REHAB,17,6,4.008,1.5,0,
Minnesota,CLABSI,2016,No,REHAB,4,,,,,
Mississippi,CLABSI,2016,No,REHAB,9,1,1.598,0.63,0,
Missouri,CLABSI,2016,,REHAB,15,4,2.798,1.43,0,
Montana,CLABSI,2016,No,REHAB,5,0,0.179,,0,
National,CLABSI,2016,,REHAB,674,148,162.538,0.91,14,21
Nebraska,CLABSI,2016,Midyear Implementation,REHAB,5,3,0.815,,0,
Nevada,CLABSI,2016,Yes,REHAB,11,7,4.178,1.68,0,
New Hampshire,CLABSI,2016,No,REHAB,1,,,,,
New Jersey,CLABSI,2016,No,REHAB,5,2,1.582,1.26,0,
New Mexico,CLABSI,2016,No,REHAB,4,,,,,
New York,CLABSI,2016,,REHAB,44,9,8.243,1.09,0,
North Carolina,CLABSI,2016,Midyear Implementation,REHAB,10,4,5.953,0.67,1,
North Dakota,CLABSI,2016,No,REHAB,3,,,,,
Ohio,CLABSI,2016,No,REHAB,27,1,5.41,0.19,0,
Oklahoma,CLABSI,2016,No,REHAB,12,3,2.65,1.13,1,
Oregon,CLABSI,2016,No,REHAB,5,0,0.604,,0,
Pennsylvania,CLABSI,2016,Yes,REHAB,78,25,22.089,1.13,4,
Puerto Rico,CLABSI,2016,No,REHAB,0,,,,,
Rhode Island,CLABSI,2016,No,REHAB,5,3,0.969,,0,
South Carolina,CLABSI,2016,Yes,REHAB,17,0,5.444,0,0,
South Dakota,CLABSI,2016,No,REHAB,1,,,,,
Tennessee,CLABSI,2016,No,REHAB,12,0,2.512,0,0,
Texas,CLABSI,2016,No,REHAB,49,4,10.712,0.37,1,
Utah,CLABSI,2016,Yes,REHAB,3,,,,,
Vermont,CLABSI,2016,No,REHAB,1,,,,,
Virgin Islands,CLABSI,2016,,REHAB,0,,,,,
Virginia,CLABSI,2016,No,REHAB,9,4,3.601,1.11,0,
Washington,CLABSI,2016,Yes,REHAB,12,1,2.602,0.38,0,
West Virginia,CLABSI,2016,No,REHAB,2,,,,,
Alaska,CLABSI,2016,Yes,LTAC,1,,,,,
Wyoming,CLABSI,2016,No,General,10,5,13.75,0.36,2,
Arkansas,CLABSI,2016,Yes,LTAC,7,28,30.783,0.91,7,
Arizona,CLABSI,2016,No,LTAC,8,39,54.373,0.72,8,
California,CLABSI,2016,Yes,LTAC,24,443,304.233,1.46,23,30
Colorado,CLABSI,2016,Yes,LTAC,8,20,32.4,0.62,8,
Connecticut,CLABSI,2016,Yes,LTAC,3,,,,,
District of Columbia,CLABSI,2016,Yes,LTAC,2,,,,,
Delaware,CLABSI,2016,,LTAC,1,,,,,
Florida,CLABSI,2016,No,LTAC,28,272,243.057,1.12,28,21
Georgia,CLABSI,2016,Yes,LTAC,16,130,108.262,1.2,16,13
Guam,CLABSI,2016,No,LTAC,1,,,,,
Hawaii,CLABSI,2016,Yes,LTAC,1,,,,,
Iowa,CLABSI,2016,No,LTAC,3,,,,,
Idaho,CLABSI,2016,No,LTAC,3,,,,,
Illinois,CLABSI,2016,Yes,LTAC,9,186,131.346,1.42,9,
Indiana,CLABSI,2016,No,LTAC,14,121,104.02,1.16,14,29
Kansas,CLABSI,2016,No,LTAC,4,,,,,
Kentucky,CLABSI,2016,Yes,LTAC,9,54,71.828,0.75,9,
Louisiana,CLABSI,2016,No,LTAC,36,111,149.841,0.74,28,7
Massachusetts,CLABSI,2016,No,LTAC,14,109,111.79,0.98,13,15
Maryland,CLABSI,2016,No,LTAC,2,,,,,
Maine,CLABSI,2016,No,LTAC,1,,,,,
Michigan,CLABSI,2016,No,LTAC,20,93,89.149,1.04,20,10
Minnesota,CLABSI,2016,No,LTAC,2,,,,,
Missouri,CLABSI,2016,,LTAC,12,71,76.926,0.92,12,17
Mississippi,CLABSI,2016,Yes,LTAC,10,64,55.518,1.15,10,20
Montana,CLABSI,2016,No,LTAC,1,,,,,
North Carolina,CLABSI,2016,Yes,LTAC,10,88,84.312,1.04,9,
North Dakota,CLABSI,2016,No,LTAC,2,,,,,
Nebraska,CLABSI,2016,Midyear Implementation,LTAC,4,,,,,
New Hampshire,CLABSI,2016,No,LTAC,1,,,,,
New Jersey,CLABSI,2016,No,LTAC,12,78,93.062,0.84,11,0
New Mexico,CLABSI,2016,No,LTAC,3,,,,,
Nevada,CLABSI,2016,Yes,LTAC,10,59,74.769,0.79,10,0
New York,CLABSI,2016,,LTAC,2,,,,,
Ohio,CLABSI,2016,No,LTAC,32,171,197.59,0.87,32,16
Oklahoma,CLABSI,2016,No,LTAC,14,54,70.653,0.76,13,0
Oregon,CLABSI,2016,Yes,LTAC,1,,,,,
Pennsylvania,CLABSI,2016,Yes,LTAC,23,127,116.038,1.09,23,13
Puerto Rico,CLABSI,2016,No,LTAC,1,,,,,
Rhode Island,CLABSI,2016,No,LTAC,1,,,,,
New Hampshire,VAE,2016,No,LTAC,0,,,,,
South Carolina,CLABSI,2016,Yes,LTAC,6,48,40.378,1.19,6,
South Dakota,CLABSI,2016,No,LTAC,1,,,,,
Tennessee,CLABSI,2016,Yes,LTAC,10,44,65.384,0.67,10,0
Texas,CLABSI,2016,No,LTAC,87,509,622.479,0.82,83,10
Utah,CLABSI,2016,Yes,LTAC,4,,,,,
Virginia,CLABSI,2016,No,LTAC,6,27,36.008,0.75,6,
Virgin Islands,CLABSI,2016,,LTAC,1,,,,,
Vermont,CLABSI,2016,No,LTAC,1,,,,,
Washington,CLABSI,2016,Yes,LTAC,3,,,,,
Wisconsin,CLABSI,2016,No,LTAC,6,36,42.611,0.85,6,
West Virginia,CLABSI,2016,Yes,LTAC,4,,,,,
Wyoming,CLABSI,2016,No,LTAC,1,,,,,
Alaska,MRSA,2016,Yes,LTAC,1,,,,,
Vermont,CAUTI,2016,No,REHAB,2,,,,,
Arkansas,MRSA,2016,Yes,LTAC,7,5,6.842,0.73,3,
Arizona,MRSA,2016,No,LTAC,8,17,12.543,1.36,5,
California,MRSA,2016,Yes,LTAC,23,111,71.186,1.56,22,18
Colorado,MRSA,2016,No,LTAC,8,5,10.249,0.49,4,
Connecticut,MRSA,2016,Yes,LTAC,3,,,,,
District of Columbia,MRSA,2016,Yes,LTAC,2,,,,,
Delaware,MRSA,2016,,LTAC,1,,,,,
Florida,MRSA,2016,No,LTAC,28,102,58.683,1.74,26,31
Georgia,MRSA,2016,Yes,LTAC,16,13,28.995,0.45,14,0
Guam,MRSA,2016,No,LTAC,0,,,,,
Hawaii,MRSA,2016,Yes,LTAC,1,,,,,
Iowa,MRSA,2016,No,LTAC,3,,,,,
Idaho,MRSA,2016,No,LTAC,3,,,,,
Illinois,MRSA,2016,Yes,LTAC,9,36,30.396,1.18,9,
Indiana,MRSA,2016,No,LTAC,14,26,18.729,1.39,7,
Kansas,MRSA,2016,No,LTAC,4,,,,,
Kentucky,MRSA,2016,Yes,LTAC,9,20,14.906,1.34,5,
Louisiana,MRSA,2016,No,LTAC,35,23,32.051,0.72,12,0
Massachusetts,MRSA,2016,No,LTAC,14,17,49.205,0.35,13,0
Maryland,MRSA,2016,No,LTAC,2,,,,,
Maine,MRSA,2016,No,LTAC,0,,,,,
Michigan,MRSA,2016,No,LTAC,20,27,25.004,1.08,13,15
Minnesota,MRSA,2016,No,LTAC,2,,,,,
Missouri,MRSA,2016,,LTAC,12,17,18.14,0.94,9,
Mississippi,MRSA,2016,Yes,LTAC,10,11,12.528,0.88,5,
Montana,MRSA,2016,No,LTAC,1,,,,,
North Carolina,MRSA,2016,Yes,LTAC,10,15,16.068,0.93,8,
North Dakota,MRSA,2016,No,LTAC,2,,,,,
Nebraska,MRSA,2016,Yes,LTAC,4,,,,,
New Hampshire,MRSA,2016,No,LTAC,0,,,,,
New Jersey,MRSA,2016,No,LTAC,12,26,25.018,1.04,11,27
New Mexico,MRSA,2016,No,LTAC,3,,,,,
Nevada,MRSA,2016,Yes,LTAC,10,5,10.696,0.47,3,
New York,MRSA,2016,,LTAC,2,,,,,
Ohio,MRSA,2016,No,LTAC,32,40,51.266,0.78,20,0
Oklahoma,MRSA,2016,No,LTAC,14,10,13.7,0.73,7,
Oregon,MRSA,2016,Yes,LTAC,1,,,,,
Pennsylvania,MRSA,2016,Yes,LTAC,23,34,30.791,1.1,18,0
Puerto Rico,MRSA,2016,No,LTAC,0,,,,,
Rhode Island,MRSA,2016,No,LTAC,1,,,,,
South Carolina,MRSA,2016,Yes,LTAC,6,15,8.832,1.7,6,
South Dakota,MRSA,2016,No,LTAC,1,,,,,
Tennessee,MRSA,2016,Yes,LTAC,10,16,18.761,0.85,8,
Texas,MRSA,2016,No,LTAC,87,90,103.578,0.87,48,4
Utah,MRSA,2016,Yes,LTAC,4,,,,,
Virginia,MRSA,2016,No,LTAC,6,10,12.527,0.8,3,
Virgin Islands,MRSA,2016,,LTAC,0,,,,,
Vermont,MRSA,2016,No,LTAC,0,,,,,
Wisconsin,MRSA,2016,No,LTAC,6,5,9.113,0.55,6,
West Virginia,MRSA,2016,Yes,LTAC,4,,,,,
Wyoming,MRSA,2016,No,LTAC,0,,,,,
Alaska,CDI,2016,Yes,LTAC,1,,,,,
Wyoming,CDI,2016,No,REHAB,3,,,,,
Arkansas,CDI,2016,Yes,LTAC,7,41,48.733,0.84,7,
Arizona,CDI,2016,No,LTAC,8,68,78.087,0.87,8,
California,CDI,2016,Yes,LTAC,23,643,564.272,1.14,23,48
Colorado,CDI,2016,Yes,LTAC,8,64,85.528,0.75,8,
Connecticut,CDI,2016,Yes,LTAC,3,,,,,
District of Columbia,CDI,2016,No,LTAC,2,,,,,
Delaware,CDI,2016,,LTAC,1,,,,,
Florida,CDI,2016,No,LTAC,28,317,429.528,0.74,28,11
Georgia,CDI,2016,Yes,LTAC,16,171,208.894,0.82,16,13
Guam,CDI,2016,No,LTAC,0,,,,,
Hawaii,CDI,2016,Yes,LTAC,1,,,,,
Iowa,CDI,2016,No,LTAC,3,,,,,
Idaho,CDI,2016,No,LTAC,3,,,,,
Illinois,CDI,2016,Yes,LTAC,9,194,242.839,0.8,9,
Indiana,CDI,2016,No,LTAC,14,145,138.474,1.05,14,29
Kansas,CDI,2016,No,LTAC,4,,,,,
Kentucky,CDI,2016,Yes,LTAC,9,71,102.009,0.7,9,
Louisiana,CDI,2016,No,LTAC,35,167,245.339,0.68,34,3
Massachusetts,CDI,2016,No,LTAC,14,274,418.058,0.66,14,21
Maryland,CDI,2016,No,LTAC,2,,,,,
Maine,CDI,2016,No,LTAC,0,,,,,
Michigan,CDI,2016,No,LTAC,20,156,164.047,0.95,19,16
Minnesota,CDI,2016,No,LTAC,2,,,,,
Missouri,CDI,2016,,LTAC,12,105,115.09,0.91,12,17
Mississippi,CDI,2016,Yes,LTAC,10,58,88.275,0.66,10,0
Montana,CDI,2016,No,LTAC,1,,,,,
North Carolina,CDI,2016,Yes,LTAC,10,102,114.608,0.89,10,0
North Dakota,CDI,2016,No,LTAC,2,,,,,
Nebraska,CDI,2016,Yes,LTAC,4,,,,,
New Hampshire,CDI,2016,No,LTAC,0,,,,,
New Jersey,CDI,2016,No,LTAC,12,98,168.531,0.58,12,0
New Mexico,CDI,2016,No,LTAC,3,,,,,
Nevada,CDI,2016,No,LTAC,10,107,83.304,1.28,10,40
New York,CDI,2016,,LTAC,2,,,,,
