Antibiotic_Class,Year,Location,Age_Group,Sex,Rate
Trimethoprim-sulfamethoxazole,2016,National,20+,Female,Insufficient Data
Urinary anti-infectives,2016,National,20+,Female,Insufficient Data
All classes,2016,National,20+,Male,636
Lincosamides,2016,National,20+,Male,Insufficient Data
Macrolides,2016,National,20+,Male,Insufficient Data
Other,2016,National,20+,Male,Insufficient Data
Penicillins,2016,National,20+,Male,Insufficient Data
Tetracycline,2016,National,20+,Male,Insufficient Data
Trimethoprim-sulfamethoxazole,2016,National,20+,Male,Insufficient Data
Urinary anti-infectives,2016,National,20+,Male,Insufficient Data
All classes,2016,National,Combined Ages,Combined Gender,836
B-lactams increased activity,2016,National,Combined Ages,Combined Gender,82
Cephalosporins,2016,National,Combined Ages,Combined Gender,114
Fluoroquinolones,2016,National,Combined Ages,Combined Gender,92
Lincosamides,2016,National,Combined Ages,Combined Gender,31
Macrolides,2016,National,Combined Ages,Combined Gender,148
Other,2016,National,Combined Ages,Combined Gender,2
Penicillins,2016,National,Combined Ages,Combined Gender,196
Tetracycline,2016,National,Combined Ages,Combined Gender,67
Trimethoprim-sulfamethoxazole,2016,National,Combined Ages,Combined Gender,63
Urinary anti-infectives,2016,National,Combined Ages,Combined Gender,42
All classes,2016,National,Combined Ages,Female,1003
B-lactams increased activity,2016,National,Combined Ages,Female,93
Cephalosporins,2016,National,Combined Ages,Female,132
Fluoroquinolones,2016,National,Combined Ages,Female,116
Lincosamides,2016,National,Combined Ages,Female,37
Macrolides,2016,National,Combined Ages,Female,177
Other,2016,National,Combined Ages,Female,2
Penicillins,2016,National,Combined Ages,Female,214
Tetracycline,2016,National,Combined Ages,Female,78
Trimethoprim-sulfamethoxazole,2016,National,Combined Ages,Female,79
Urinary anti-infectives,2016,National,Combined Ages,Female,75
All classes,2016,National,Combined Ages,Male,663
B-lactams increased activity,2016,National,Combined Ages,Male,70
Cephalosporins,2016,National,Combined Ages,Male,96
Fluoroquinolones,2016,National,Combined Ages,Male,66
Lincosamides,2016,National,Combined Ages,Male,26
Macrolides,2016,National,Combined Ages,Male,117
Other,2016,National,Combined Ages,Male,1
Penicillins,2016,National,Combined Ages,Male,176
Tetracycline,2016,National,Combined Ages,Male,56
Trimethoprim-sulfamethoxazole,2016,National,Combined Ages,Male,47
Urinary anti-infectives,2016,National,Combined Ages,Male,8
All classes,2016,Alabama,Combined Ages,Combined Gender,1188
All classes,2016,Alaska,Combined Ages,Combined Gender,511
All classes,2016,Arizona,Combined Ages,Combined Gender,744
All classes,2016,Arkansas,Combined Ages,Combined Gender,1131
All classes,2016,California,Combined Ages,Combined Gender,567
All classes,2016,Colorado,Combined Ages,Combined Gender,585
All classes,2016,Connecticut,Combined Ages,Combined Gender,841
All classes,2016,Delaware,Combined Ages,Combined Gender,929
All classes,2016,District Of Columbia,Combined Ages,Combined Gender,936
All classes,2016,Florida,Combined Ages,Combined Gender,855
All classes,2016,Georgia,Combined Ages,Combined Gender,898
All classes,2016,Hawaii,Combined Ages,Combined Gender,615
All classes,2016,Idaho,Combined Ages,Combined Gender,689
All classes,2016,Illinois,Combined Ages,Combined Gender,844
All classes,2016,Indiana,Combined Ages,Combined Gender,963
All classes,2016,Iowa,Combined Ages,Combined Gender,997
All classes,2016,Kansas,Combined Ages,Combined Gender,964
All classes,2016,Kentucky,Combined Ages,Combined Gender,1270
All classes,2016,Louisiana,Combined Ages,Combined Gender,1193
All classes,2016,Maine,Combined Ages,Combined Gender,707
All classes,2016,Maryland,Combined Ages,Combined Gender,784
All classes,2016,Massachusetts,Combined Ages,Combined Gender,751
All classes,2016,Michigan,Combined Ages,Combined Gender,899
All classes,2016,Minnesota,Combined Ages,Combined Gender,687
All classes,2016,Mississippi,Combined Ages,Combined Gender,1235
All classes,2016,Missouri,Combined Ages,Combined Gender,924
All classes,2016,Montana,Combined Ages,Combined Gender,631
All classes,2016,Nebraska,Combined Ages,Combined Gender,1040
All classes,2016,Nevada,Combined Ages,Combined Gender,721
All classes,2016,New Hampshire,Combined Ages,Combined Gender,716
All classes,2016,New Jersey,Combined Ages,Combined Gender,911
All classes,2016,New Mexico,Combined Ages,Combined Gender,704
All classes,2016,New York,Combined Ages,Combined Gender,905
All classes,2016,North Carolina,Combined Ages,Combined Gender,856
All classes,2016,North Dakota,Combined Ages,Combined Gender,797
All classes,2016,Ohio,Combined Ages,Combined Gender,963
All classes,2016,Oklahoma,Combined Ages,Combined Gender,911
All classes,2016,Oregon,Combined Ages,Combined Gender,547
All classes,2016,Pennsylvania,Combined Ages,Combined Gender,895
All classes,2016,Rhode Island,Combined Ages,Combined Gender,885
All classes,2016,South Carolina,Combined Ages,Combined Gender,957
All classes,2016,South Dakota,Combined Ages,Combined Gender,900
All classes,2016,Tennessee,Combined Ages,Combined Gender,1169
All classes,2016,Texas,Combined Ages,Combined Gender,852
All classes,2016,Utah,Combined Ages,Combined Gender,753
All classes,2016,Vermont,Combined Ages,Combined Gender,640
All classes,2016,Virginia,Combined Ages,Combined Gender,790
All classes,2016,Washington,Combined Ages,Combined Gender,580
All classes,2016,West Virginia,Combined Ages,Combined Gender,1257
All classes,2016,Wisconsin,Combined Ages,Combined Gender,733
All classes,2016,Wyoming,Combined Ages,Combined Gender,744
All other,2016,Alabama,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Alaska,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Arizona,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Arkansas,Combined Ages,Combined Gender,Insufficient Data
All other,2016,California,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Colorado,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Connecticut,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Delaware,Combined Ages,Combined Gender,Insufficient Data
All other,2016,District Of Columbia,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Florida,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Georgia,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Hawaii,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Idaho,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Illinois,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Indiana,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Iowa,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Kansas,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Kentucky,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Louisiana,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Maine,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Maryland,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Massachusetts,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Michigan,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Minnesota,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Mississippi,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Missouri,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Montana,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Nebraska,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Nevada,Combined Ages,Combined Gender,Insufficient Data
All other,2016,New Hampshire,Combined Ages,Combined Gender,Insufficient Data
All other,2016,New Jersey,Combined Ages,Combined Gender,Insufficient Data
All other,2016,New Mexico,Combined Ages,Combined Gender,Insufficient Data
All other,2016,New York,Combined Ages,Combined Gender,Insufficient Data
All other,2016,North Carolina,Combined Ages,Combined Gender,Insufficient Data
All other,2016,North Dakota,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Ohio,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Oklahoma,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Oregon,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Pennsylvania,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Rhode Island,Combined Ages,Combined Gender,Insufficient Data
All other,2016,South Carolina,Combined Ages,Combined Gender,Insufficient Data
All other,2016,South Dakota,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Tennessee,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Texas,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Utah,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Vermont,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Virginia,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Washington,Combined Ages,Combined Gender,Insufficient Data
All other,2016,West Virginia,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Wisconsin,Combined Ages,Combined Gender,Insufficient Data
All other,2016,Wyoming,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2016,Alabama,Combined Ages,Combined Gender,185
Cephalosporins,2016,Alaska,Combined Ages,Combined Gender,62
Cephalosporins,2016,Arizona,Combined Ages,Combined Gender,107
Cephalosporins,2016,Arkansas,Combined Ages,Combined Gender,175
Cephalosporins,2016,California,Combined Ages,Combined Gender,73
Cephalosporins,2016,Colorado,Combined Ages,Combined Gender,82
Cephalosporins,2016,Connecticut,Combined Ages,Combined Gender,110
Cephalosporins,2016,Delaware,Combined Ages,Combined Gender,122
Cephalosporins,2016,District Of Columbia,Combined Ages,Combined Gender,101
Cephalosporins,2016,Florida,Combined Ages,Combined Gender,103
Cephalosporins,2016,Georgia,Combined Ages,Combined Gender,120
All classes,2017,National,0-19,Female,Insufficient Data
Cephalosporins,2016,Hawaii,Combined Ages,Combined Gender,75
Cephalosporins,2016,Idaho,Combined Ages,Combined Gender,103
Cephalosporins,2016,Illinois,Combined Ages,Combined Gender,101
Cephalosporins,2016,Indiana,Combined Ages,Combined Gender,169
Cephalosporins,2016,Iowa,Combined Ages,Combined Gender,167
Cephalosporins,2016,Kansas,Combined Ages,Combined Gender,153
Cephalosporins,2016,Kentucky,Combined Ages,Combined Gender,205
Cephalosporins,2016,Louisiana,Combined Ages,Combined Gender,149
Cephalosporins,2016,Maine,Combined Ages,Combined Gender,82
Cephalosporins,2016,Maryland,Combined Ages,Combined Gender,93
Cephalosporins,2016,Massachusetts,Combined Ages,Combined Gender,86
Cephalosporins,2016,Michigan,Combined Ages,Combined Gender,126
Cephalosporins,2016,Minnesota,Combined Ages,Combined Gender,98
Cephalosporins,2016,Mississippi,Combined Ages,Combined Gender,178
Cephalosporins,2016,Missouri,Combined Ages,Combined Gender,132
Cephalosporins,2016,Montana,Combined Ages,Combined Gender,80
Cephalosporins,2016,Nebraska,Combined Ages,Combined Gender,175
Cephalosporins,2016,Nevada,Combined Ages,Combined Gender,89
Cephalosporins,2016,New Hampshire,Combined Ages,Combined Gender,89
Cephalosporins,2016,New Jersey,Combined Ages,Combined Gender,109
Cephalosporins,2016,New Mexico,Combined Ages,Combined Gender,94
Cephalosporins,2016,New York,Combined Ages,Combined Gender,110
Cephalosporins,2016,North Carolina,Combined Ages,Combined Gender,119
Cephalosporins,2016,North Dakota,Combined Ages,Combined Gender,126
Cephalosporins,2016,Ohio,Combined Ages,Combined Gender,129
Cephalosporins,2016,Oklahoma,Combined Ages,Combined Gender,140
Cephalosporins,2016,Oregon,Combined Ages,Combined Gender,71
Cephalosporins,2016,Pennsylvania,Combined Ages,Combined Gender,116
Cephalosporins,2016,Rhode Island,Combined Ages,Combined Gender,103
Cephalosporins,2016,South Carolina,Combined Ages,Combined Gender,131
Cephalosporins,2016,South Dakota,Combined Ages,Combined Gender,153
Cephalosporins,2016,Tennessee,Combined Ages,Combined Gender,177
Cephalosporins,2016,Texas,Combined Ages,Combined Gender,123
Cephalosporins,2016,Utah,Combined Ages,Combined Gender,118
Cephalosporins,2016,Vermont,Combined Ages,Combined Gender,82
Cephalosporins,2016,Virginia,Combined Ages,Combined Gender,118
Cephalosporins,2016,Washington,Combined Ages,Combined Gender,81
Cephalosporins,2016,West Virginia,Combined Ages,Combined Gender,209
Cephalosporins,2016,Wisconsin,Combined Ages,Combined Gender,93
Cephalosporins,2016,Wyoming,Combined Ages,Combined Gender,113
Fluoroquinolones,2016,Alabama,Combined Ages,Combined Gender,145
Fluoroquinolones,2016,Alaska,Combined Ages,Combined Gender,51
Fluoroquinolones,2016,Arizona,Combined Ages,Combined Gender,80
Fluoroquinolones,2016,Arkansas,Combined Ages,Combined Gender,129
Fluoroquinolones,2016,California,Combined Ages,Combined Gender,63
Fluoroquinolones,2016,Colorado,Combined Ages,Combined Gender,52
Fluoroquinolones,2016,Connecticut,Combined Ages,Combined Gender,84
Fluoroquinolones,2016,Delaware,Combined Ages,Combined Gender,102
Fluoroquinolones,2016,District Of Columbia,Combined Ages,Combined Gender,114
Fluoroquinolones,2016,Florida,Combined Ages,Combined Gender,117
Fluoroquinolones,2016,Georgia,Combined Ages,Combined Gender,100
Fluoroquinolones,2016,Hawaii,Combined Ages,Combined Gender,72
Fluoroquinolones,2016,Idaho,Combined Ages,Combined Gender,64
Fluoroquinolones,2016,Illinois,Combined Ages,Combined Gender,87
Fluoroquinolones,2016,Indiana,Combined Ages,Combined Gender,99
Fluoroquinolones,2016,Iowa,Combined Ages,Combined Gender,103
Fluoroquinolones,2016,Kansas,Combined Ages,Combined Gender,104
Fluoroquinolones,2016,Kentucky,Combined Ages,Combined Gender,142
Fluoroquinolones,2016,Louisiana,Combined Ages,Combined Gender,128
Fluoroquinolones,2016,Maine,Combined Ages,Combined Gender,71
Fluoroquinolones,2016,Maryland,Combined Ages,Combined Gender,84
Fluoroquinolones,2016,Massachusetts,Combined Ages,Combined Gender,73
Fluoroquinolones,2016,Michigan,Combined Ages,Combined Gender,92
Fluoroquinolones,2016,Minnesota,Combined Ages,Combined Gender,63
Fluoroquinolones,2016,Mississippi,Combined Ages,Combined Gender,139
Fluoroquinolones,2016,Missouri,Combined Ages,Combined Gender,104
Fluoroquinolones,2016,Montana,Combined Ages,Combined Gender,64
Fluoroquinolones,2016,Nebraska,Combined Ages,Combined Gender,108
Fluoroquinolones,2016,Nevada,Combined Ages,Combined Gender,82
Fluoroquinolones,2016,New Hampshire,Combined Ages,Combined Gender,66
Fluoroquinolones,2016,New Jersey,Combined Ages,Combined Gender,103
Fluoroquinolones,2016,New Mexico,Combined Ages,Combined Gender,66
Fluoroquinolones,2016,New York,Combined Ages,Combined Gender,105
Fluoroquinolones,2016,North Carolina,Combined Ages,Combined Gender,98
Fluoroquinolones,2016,North Dakota,Combined Ages,Combined Gender,94
Fluoroquinolones,2016,Ohio,Combined Ages,Combined Gender,103
Fluoroquinolones,2016,Oklahoma,Combined Ages,Combined Gender,97
Fluoroquinolones,2016,Oregon,Combined Ages,Combined Gender,56
Fluoroquinolones,2016,Pennsylvania,Combined Ages,Combined Gender,96
Fluoroquinolones,2016,Rhode Island,Combined Ages,Combined Gender,97
Fluoroquinolones,2016,South Carolina,Combined Ages,Combined Gender,114
Fluoroquinolones,2016,South Dakota,Combined Ages,Combined Gender,84
Fluoroquinolones,2016,Tennessee,Combined Ages,Combined Gender,135
Fluoroquinolones,2016,Texas,Combined Ages,Combined Gender,93
Fluoroquinolones,2016,Utah,Combined Ages,Combined Gender,62
Fluoroquinolones,2016,Vermont,Combined Ages,Combined Gender,58
Fluoroquinolones,2016,Virginia,Combined Ages,Combined Gender,82
Fluoroquinolones,2016,Washington,Combined Ages,Combined Gender,51
Fluoroquinolones,2016,West Virginia,Combined Ages,Combined Gender,140
Fluoroquinolones,2016,Wisconsin,Combined Ages,Combined Gender,68
Fluoroquinolones,2016,Wyoming,Combined Ages,Combined Gender,65
Macrolides,2016,Alabama,Combined Ages,Combined Gender,214
Macrolides,2016,Alaska,Combined Ages,Combined Gender,98
Macrolides,2016,Arizona,Combined Ages,Combined Gender,133
Macrolides,2016,Arkansas,Combined Ages,Combined Gender,192
Macrolides,2016,California,Combined Ages,Combined Gender,105
Macrolides,2016,Colorado,Combined Ages,Combined Gender,94
Macrolides,2016,Connecticut,Combined Ages,Combined Gender,153
Macrolides,2016,Delaware,Combined Ages,Combined Gender,162
Macrolides,2016,District Of Columbia,Combined Ages,Combined Gender,156
Macrolides,2016,Florida,Combined Ages,Combined Gender,151
Macrolides,2016,Georgia,Combined Ages,Combined Gender,150
Macrolides,2016,Hawaii,Combined Ages,Combined Gender,125
Macrolides,2016,Idaho,Combined Ages,Combined Gender,113
Macrolides,2016,Illinois,Combined Ages,Combined Gender,157
Macrolides,2016,Indiana,Combined Ages,Combined Gender,161
Macrolides,2016,Iowa,Combined Ages,Combined Gender,179
Macrolides,2016,Kansas,Combined Ages,Combined Gender,160
Macrolides,2016,Kentucky,Combined Ages,Combined Gender,225
Macrolides,2016,Louisiana,Combined Ages,Combined Gender,226
Macrolides,2016,Maine,Combined Ages,Combined Gender,127
Macrolides,2016,Maryland,Combined Ages,Combined Gender,139
Macrolides,2016,Massachusetts,Combined Ages,Combined Gender,121
Macrolides,2016,Michigan,Combined Ages,Combined Gender,163
Macrolides,2016,Minnesota,Combined Ages,Combined Gender,115
Macrolides,2016,Mississippi,Combined Ages,Combined Gender,239
Macrolides,2016,Missouri,Combined Ages,Combined Gender,153
Macrolides,2016,Montana,Combined Ages,Combined Gender,111
Macrolides,2016,Nebraska,Combined Ages,Combined Gender,159
Macrolides,2016,Nevada,Combined Ages,Combined Gender,133
Macrolides,2016,New Hampshire,Combined Ages,Combined Gender,115
Macrolides,2016,New Jersey,Combined Ages,Combined Gender,190
Macrolides,2016,New Mexico,Combined Ages,Combined Gender,129
Macrolides,2016,New York,Combined Ages,Combined Gender,173
Macrolides,2016,North Carolina,Combined Ages,Combined Gender,136
Macrolides,2016,North Dakota,Combined Ages,Combined Gender,127
Macrolides,2016,Ohio,Combined Ages,Combined Gender,164
Macrolides,2016,Oklahoma,Combined Ages,Combined Gender,159
Macrolides,2016,Oregon,Combined Ages,Combined Gender,83
Macrolides,2016,Pennsylvania,Combined Ages,Combined Gender,157
Macrolides,2016,Rhode Island,Combined Ages,Combined Gender,172
Macrolides,2016,South Carolina,Combined Ages,Combined Gender,163
Macrolides,2016,South Dakota,Combined Ages,Combined Gender,154
Macrolides,2016,Tennessee,Combined Ages,Combined Gender,196
Macrolides,2016,Texas,Combined Ages,Combined Gender,150
Macrolides,2016,Utah,Combined Ages,Combined Gender,113
Macrolides,2016,Vermont,Combined Ages,Combined Gender,107
Macrolides,2016,Virginia,Combined Ages,Combined Gender,135
Macrolides,2016,Washington,Combined Ages,Combined Gender,94
Macrolides,2016,West Virginia,Combined Ages,Combined Gender,204
Macrolides,2016,Wisconsin,Combined Ages,Combined Gender,121
Macrolides,2016,Wyoming,Combined Ages,Combined Gender,138
Penicillins,2016,Alabama,Combined Ages,Combined Gender,238
Penicillins,2016,Alaska,Combined Ages,Combined Gender,111
Penicillins,2016,Arizona,Combined Ages,Combined Gender,163
Penicillins,2016,Arkansas,Combined Ages,Combined Gender,249
Penicillins,2016,California,Combined Ages,Combined Gender,142
Penicillins,2016,Colorado,Combined Ages,Combined Gender,150
Penicillins,2016,Connecticut,Combined Ages,Combined Gender,197
Penicillins,2016,Delaware,Combined Ages,Combined Gender,216
Penicillins,2016,District Of Columbia,Combined Ages,Combined Gender,212
Penicillins,2016,Florida,Combined Ages,Combined Gender,197
Penicillins,2016,Georgia,Combined Ages,Combined Gender,221
Penicillins,2016,Hawaii,Combined Ages,Combined Gender,133
Penicillins,2016,Idaho,Combined Ages,Combined Gender,157
Penicillins,2016,Illinois,Combined Ages,Combined Gender,210
Penicillins,2016,Indiana,Combined Ages,Combined Gender,219
Penicillins,2016,Iowa,Combined Ages,Combined Gender,217
Penicillins,2016,Kansas,Combined Ages,Combined Gender,206
Penicillins,2016,Kentucky,Combined Ages,Combined Gender,287
Penicillins,2016,Louisiana,Combined Ages,Combined Gender,254
Penicillins,2016,Maine,Combined Ages,Combined Gender,157
Penicillins,2016,Maryland,Combined Ages,Combined Gender,193
Penicillins,2016,Massachusetts,Combined Ages,Combined Gender,189
Penicillins,2016,Michigan,Combined Ages,Combined Gender,226
Penicillins,2016,Minnesota,Combined Ages,Combined Gender,175
Penicillins,2016,Mississippi,Combined Ages,Combined Gender,243
Penicillins,2016,Missouri,Combined Ages,Combined Gender,214
Penicillins,2016,Montana,Combined Ages,Combined Gender,137
Penicillins,2016,Nebraska,Combined Ages,Combined Gender,246
Penicillins,2016,Nevada,Combined Ages,Combined Gender,168
Penicillins,2016,New Hampshire,Combined Ages,Combined Gender,169
Penicillins,2016,New Jersey,Combined Ages,Combined Gender,214
Penicillins,2016,New Mexico,Combined Ages,Combined Gender,174
Penicillins,2016,New York,Combined Ages,Combined Gender,214
Penicillins,2016,North Carolina,Combined Ages,Combined Gender,191
Penicillins,2016,North Dakota,Combined Ages,Combined Gender,164
Penicillins,2016,Ohio,Combined Ages,Combined Gender,227
Penicillins,2016,Oklahoma,Combined Ages,Combined Gender,201
Penicillins,2016,Oregon,Combined Ages,Combined Gender,125
Penicillins,2016,Pennsylvania,Combined Ages,Combined Gender,219
Penicillins,2016,Rhode Island,Combined Ages,Combined Gender,205
Penicillins,2016,South Carolina,Combined Ages,Combined Gender,217
Penicillins,2016,South Dakota,Combined Ages,Combined Gender,211
Penicillins,2016,Tennessee,Combined Ages,Combined Gender,240
Penicillins,2016,Texas,Combined Ages,Combined Gender,201
Penicillins,2016,Utah,Combined Ages,Combined Gender,205
Penicillins,2016,Vermont,Combined Ages,Combined Gender,155
Penicillins,2016,Virginia,Combined Ages,Combined Gender,186
Penicillins,2016,Washington,Combined Ages,Combined Gender,128
Penicillins,2016,West Virginia,Combined Ages,Combined Gender,258
Penicillins,2016,Wisconsin,Combined Ages,Combined Gender,173
Penicillins,2016,Wyoming,Combined Ages,Combined Gender,168
All classes,2017,National,0-19,Combined Gender,760
B-lactams increased activity,2017,National,0-19,Combined Gender,79
Cephalosporins,2017,National,0-19,Combined Gender,137
Fluoroquinolones,2017,National,0-19,Combined Gender,6
Lincosamides,2017,National,0-19,Combined Gender,14
Macrolides,2017,National,0-19,Combined Gender,119
Other,2017,National,0-19,Combined Gender,Insufficient Data
Penicillins,2017,National,0-19,Combined Gender,312
Tetracycline,2017,National,0-19,Combined Gender,43
Trimethoprim-sulfamethoxazole,2017,National,0-19,Combined Gender,40
Urinary anti-infectives,2017,National,0-19,Combined Gender,10
B-lactams increased activity,2017,National,0-19,Female,Insufficient Data
Cephalosporins,2017,National,0-19,Female,Insufficient Data
Fluoroquinolones,2017,National,0-19,Female,Insufficient Data
Lincosamides,2017,National,0-19,Female,Insufficient Data
Macrolides,2017,National,0-19,Female,Insufficient Data
Other,2017,National,0-19,Female,Insufficient Data
Penicillins,2017,National,0-19,Female,Insufficient Data
Tetracycline,2017,National,0-19,Female,Insufficient Data
Trimethoprim-sulfamethoxazole,2017,National,0-19,Female,Insufficient Data
Urinary anti-infectives,2017,National,0-19,Female,Insufficient Data
All classes,2017,National,0-19,Male,Insufficient Data
B-lactams increased activity,2017,National,0-19,Male,Insufficient Data
Cephalosporins,2017,National,0-19,Male,Insufficient Data
Fluoroquinolones,2017,National,0-19,Male,Insufficient Data
Lincosamides,2017,National,0-19,Male,Insufficient Data
Macrolides,2017,National,0-19,Male,Insufficient Data
Other,2017,National,0-19,Male,Insufficient Data
Penicillins,2017,National,0-19,Male,Insufficient Data
Tetracycline,2017,National,0-19,Male,Insufficient Data
Trimethoprim-sulfamethoxazole,2017,National,0-19,Male,Insufficient Data
Urinary anti-infectives,2017,National,0-19,Male,Insufficient Data
All classes,2017,National,20+,Combined Gender,842
B-lactams increased activity,2017,National,20+,Combined Gender,86
Cephalosporins,2017,National,20+,Combined Gender,107
Fluoroquinolones,2017,National,20+,Combined Gender,102
Lincosamides,2017,National,20+,Combined Gender,37
Macrolides,2017,National,20+,Combined Gender,149
Other,2017,National,20+,Combined Gender,2
Penicillins,2017,National,20+,Combined Gender,154
Tetracycline,2017,National,20+,Combined Gender,81
Trimethoprim-sulfamethoxazole,2017,National,20+,Combined Gender,68
Urinary anti-infectives,2017,National,20+,Combined Gender,56
All classes,2017,National,20+,Female,Insufficient Data
B-lactams increased activity,2017,National,20+,Female,Insufficient Data
Cephalosporins,2017,National,20+,Female,Insufficient Data
Fluoroquinolones,2017,National,20+,Female,Insufficient Data
Lincosamides,2017,National,20+,Female,Insufficient Data
Macrolides,2017,National,20+,Female,Insufficient Data
Other,2017,National,20+,Female,Insufficient Data
Penicillins,2017,National,20+,Female,Insufficient Data
Tetracycline,2017,National,20+,Female,Insufficient Data
Trimethoprim-sulfamethoxazole,2017,National,20+,Female,Insufficient Data
Urinary anti-infectives,2017,National,20+,Female,Insufficient Data
All classes,2017,National,20+,Male,Insufficient Data
B-lactams increased activity,2017,National,20+,Male,Insufficient Data
Cephalosporins,2017,National,20+,Male,Insufficient Data
Fluoroquinolones,2017,National,20+,Male,Insufficient Data
Lincosamides,2017,National,20+,Male,Insufficient Data
Macrolides,2017,National,20+,Male,Insufficient Data
Other,2017,National,20+,Male,Insufficient Data
Penicillins,2017,National,20+,Male,Insufficient Data
Tetracycline,2017,National,20+,Male,Insufficient Data
Trimethoprim-sulfamethoxazole,2017,National,20+,Male,Insufficient Data
Urinary anti-infectives,2017,National,20+,Male,Insufficient Data
All classes,2017,National,Combined Ages,Combined Gender,821
B-lactams increased activity,2017,National,Combined Ages,Combined Gender,84
Cephalosporins,2017,National,Combined Ages,Combined Gender,115
Fluoroquinolones,2017,National,Combined Ages,Combined Gender,78
Lincosamides,2017,National,Combined Ages,Combined Gender,31
All other,2017,Kentucky,Combined Ages,Combined Gender,Insufficient Data
Macrolides,2017,National,Combined Ages,Combined Gender,142
Other,2017,National,Combined Ages,Combined Gender,2
Penicillins,2017,National,Combined Ages,Combined Gender,194
Tetracycline,2017,National,Combined Ages,Combined Gender,71
Trimethoprim-sulfamethoxazole,2017,National,Combined Ages,Combined Gender,61
Urinary anti-infectives,2017,National,Combined Ages,Combined Gender,44
All classes,2017,National,Combined Ages,Female,986
B-lactams increased activity,2017,National,Combined Ages,Female,96
Cephalosporins,2017,National,Combined Ages,Female,134
Fluoroquinolones,2017,National,Combined Ages,Female,97
Lincosamides,2017,National,Combined Ages,Female,37
Macrolides,2017,National,Combined Ages,Female,170
Other,2017,National,Combined Ages,Female,2
Penicillins,2017,National,Combined Ages,Female,212
Tetracycline,2017,National,Combined Ages,Female,82
Trimethoprim-sulfamethoxazole,2017,National,Combined Ages,Female,76
Urinary anti-infectives,2017,National,Combined Ages,Female,80
All classes,2017,National,Combined Ages,Male,651
B-lactams increased activity,2017,National,Combined Ages,Male,72
Cephalosporins,2017,National,Combined Ages,Male,95
Fluoroquinolones,2017,National,Combined Ages,Male,58
Lincosamides,2017,National,Combined Ages,Male,25
Macrolides,2017,National,Combined Ages,Male,112
Other,2017,National,Combined Ages,Male,1
Penicillins,2017,National,Combined Ages,Male,175
Tetracycline,2017,National,Combined Ages,Male,60
Trimethoprim-sulfamethoxazole,2017,National,Combined Ages,Male,45
Urinary anti-infectives,2017,National,Combined Ages,Male,8
All classes,2017,Alabama,Combined Ages,Combined Gender,1178
All classes,2017,Alaska,Combined Ages,Combined Gender,504
All classes,2017,Arizona,Combined Ages,Combined Gender,735
All classes,2017,Arkansas,Combined Ages,Combined Gender,1107
All classes,2017,California,Combined Ages,Combined Gender,565
All classes,2017,Colorado,Combined Ages,Combined Gender,565
All classes,2017,Connecticut,Combined Ages,Combined Gender,839
All classes,2017,Delaware,Combined Ages,Combined Gender,885
All classes,2017,District Of Columbia,Combined Ages,Combined Gender,910
All classes,2017,Florida,Combined Ages,Combined Gender,831
All classes,2017,Georgia,Combined Ages,Combined Gender,872
All classes,2017,Hawaii,Combined Ages,Combined Gender,618
All classes,2017,Idaho,Combined Ages,Combined Gender,674
All classes,2017,Illinois,Combined Ages,Combined Gender,822
All classes,2017,Indiana,Combined Ages,Combined Gender,933
