Phenotype,UnitedStates,EventType,EventYear,AgeCategory,NumberTested,NumberResistant,PercentResistant,Lower95CI,Upper95CI
P. aeruginosa MDR,National,SSI,2011, 1-18,31,2,6.5,1,19.7
P. aeruginosa MDR,National,SSI,2011,19-64,443,14,3.2,1.8,5.1
P. aeruginosa MDR,National,SSI,2011,65+,527,37,7,5,9.4
P. aeruginosa MDR,National,SSI,2011,All Ages,1008,53,5.3,4,6.7
P. aeruginosa MDR,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa MDR,National,SSI,2012, 1-18,56,1,1.8,0,8.4
P. aeruginosa MDR,National,SSI,2012,19-64,1041,50,4.8,3.6,6.2
P. aeruginosa MDR,National,SSI,2012,65+,1095,69,6.3,4.9,7.8
P. aeruginosa MDR,National,SSI,2012,All Ages,2197,120,5.5,4.5,6.4
P. aeruginosa MDR,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa MDR,National,SSI,2013, 1-18,51,3,5.9,1.5,15.1
P. aeruginosa MDR,National,SSI,2013,19-64,1128,45,4,2.9,5.2
P. aeruginosa MDR,National,SSI,2013,65+,1238,57,4.6,3.5,5.8
P. aeruginosa MDR,National,SSI,2013,All Ages,2422,105,4.3,3.5,5.2
P. aeruginosa MDR,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa MDR,National,SSI,2014, 1-18,73,2,2.7,0.4,8.7
P. aeruginosa MDR,National,SSI,2014,19-64,1187,42,3.5,2.5,4.7
P. aeruginosa MDR,National,SSI,2014,65+,1242,65,5.2,4,6.5
P. aeruginosa MDR,National,SSI,2014,All Ages,2512,109,4.3,3.5,5.1
P. aeruginosa MDR,National,SSI,All Years,<1,27,0,0,0,10.5
P. aeruginosa MDR,National,SSI,All Years, 1-18,211,8,3.8,1.7,7
P. aeruginosa MDR,National,SSI,All Years,19-64,3799,151,4,3.3,4.6
P. aeruginosa MDR,National,SSI,All Years,65+,4102,228,5.6,4.8,6.2
P. aeruginosa MDR,National,SSI,All Years,All Ages,8139,387,4.8,4.3,5.2
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2011,<1,81,5,6.2,2.2,13.1
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2011, 1-18,99,16,16.2,9.8,24.4
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2011,19-64,1379,293,21.2,19.1,23.4
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2011,65+,1581,314,19.9,17.9,21.8
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2011,All Ages,3140,628,20,18.6,21.4
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2012,<1,94,6,6.4,2.6,12.8
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2012, 1-18,160,15,9.4,5.5,14.6
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2012,19-64,2623,543,20.7,19.1,22.2
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2012,65+,3148,510,16.2,14.9,17.5
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2012,All Ages,6025,1074,17.8,16.8,18.8
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2013,<1,85,11,12.9,6.9,21.3
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2013, 1-18,144,24,16.7,11.2,23.4
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2013,19-64,3029,682,22.5,21,24
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2013,65+,3590,681,19,17.7,20.2
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2013,All Ages,6848,1398,20.4,19.4,21.3
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2014,<1,86,15,17.4,10.4,26.5
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2014, 1-18,178,18,10.1,6.2,15.2
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2014,19-64,2982,657,22,20.5,23.5
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2014,65+,3334,575,17.2,15.9,18.5
P. aeruginosa (R+I) to carbapenems,National,All HAIs,2014,All Ages,6580,1265,19.2,18.2,20.1
P. aeruginosa (R+I) to carbapenems,National,All HAIs,All Years,<1,346,37,10.7,7.7,14.2
P. aeruginosa (R+I) to carbapenems,National,All HAIs,All Years, 1-18,581,73,12.6,10,15.4
P. aeruginosa (R+I) to carbapenems,National,All HAIs,All Years,19-64,10013,2175,21.7,20.9,22.5
P. aeruginosa (R+I) to carbapenems,National,All HAIs,All Years,65+,11653,2080,17.8,17.1,18.5
P. aeruginosa (R+I) to carbapenems,National,All HAIs,All Years,All Ages,22593,4365,19.3,18.8,19.8
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2011, 1-18,27,6,22.2,9.5,40.6
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2011,19-64,675,171,25.3,22.1,28.7
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2011,65+,880,177,20.1,17.5,22.8
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2011,All Ages,1590,354,22.3,20.2,24.3
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2012, 1-18,71,6,8.5,3.4,16.7
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2012,19-64,1439,383,26.6,24.3,28.9
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2012,65+,1962,338,17.2,15.6,18.9
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2012,All Ages,3491,729,20.9,19.5,22.2
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2013,<1,27,4,14.8,4.8,31.9
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2013, 1-18,63,13,20.6,11.9,31.9
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2013,19-64,1681,483,28.7,26.6,30.9
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2013,65+,2208,488,22.1,20.4,23.8
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2013,All Ages,3979,988,24.8,23.5,26.1
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2014, 1-18,71,6,8.5,3.4,16.7
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2014,19-64,1625,463,28.5,26.3,30.7
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2014,65+,2042,429,21,19.2,22.8
P. aeruginosa (R+I) to carbapenems,National,CAUTI,2014,All Ages,3755,899,23.9,22.5,25.3
P. aeruginosa (R+I) to carbapenems,National,CAUTI,All Years,<1,71,7,9.9,4.4,18.5
P. aeruginosa (R+I) to carbapenems,National,CAUTI,All Years, 1-18,232,31,13.4,9.4,18.2
P. aeruginosa (R+I) to carbapenems,National,CAUTI,All Years,19-64,5420,1500,27.7,26.4,28.8
P. aeruginosa (R+I) to carbapenems,National,CAUTI,All Years,65+,7092,1432,20.2,19.2,21.1
P. aeruginosa (R+I) to carbapenems,National,CAUTI,All Years,All Ages,12815,2970,23.2,22.4,23.9
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2011,<1,68,5,7.4,2.7,15.5
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2011, 1-18,43,8,18.6,9,32.2
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2011,19-64,358,105,29.3,24.7,34.2
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2011,65+,275,93,33.8,28.4,39.5
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2011,All Ages,744,211,28.4,25.2,31.6
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2012,<1,70,4,5.7,1.8,13.2
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2012, 1-18,47,6,12.8,5.3,24.6
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2012,19-64,337,92,27.3,22.7,32.2
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2012,65+,285,73,25.6,20.7,30.9
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2012,All Ages,739,175,23.7,20.7,26.8
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2013,<1,54,7,13,5.8,23.9
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2013, 1-18,48,8,16.7,8,29.2
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2013,19-64,431,121,28.1,23.9,32.4
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2013,65+,381,96,25.2,21,29.7
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2013,All Ages,914,232,25.4,22.6,28.2
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2014,<1,59,13,22,12.8,33.9
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2014, 1-18,50,10,20,10.6,32.7
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2014,19-64,402,128,31.8,27.4,36.5
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2014,65+,311,61,19.6,15.4,24.3
P. aeruginosa (R+I) to carbapenems,National,CLABSI,2014,All Ages,822,212,25.8,22.8,28.8
P. aeruginosa (R+I) to carbapenems,National,CLABSI,All Years,<1,251,29,11.6,8,15.9
P. aeruginosa (R+I) to carbapenems,National,CLABSI,All Years, 1-18,188,32,17,12.1,22.9
P. aeruginosa (R+I) to carbapenems,National,CLABSI,All Years,19-64,1528,446,29.2,26.9,31.5
P. aeruginosa (R+I) to carbapenems,National,CLABSI,All Years,65+,1252,323,25.8,23.4,28.2
P. aeruginosa (R+I) to carbapenems,National,CLABSI,All Years,All Ages,3219,830,25.8,24.2,27.3
P. aeruginosa (R+I) to carbapenems,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,National,SSI,2011, 1-18,29,2,6.9,1.1,20.9
P. aeruginosa (R+I) to carbapenems,National,SSI,2011,19-64,346,17,4.9,2.9,7.5
P. aeruginosa (R+I) to carbapenems,National,SSI,2011,65+,426,44,10.3,7.6,13.4
P. aeruginosa (R+I) to carbapenems,National,SSI,2011,All Ages,806,63,7.8,6.1,9.8
P. aeruginosa (R+I) to carbapenems,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,National,SSI,2012, 1-18,42,3,7.1,1.8,18.2
P. aeruginosa (R+I) to carbapenems,National,SSI,2012,19-64,847,68,8,6.3,10
P. aeruginosa (R+I) to carbapenems,National,SSI,2012,65+,901,99,11,9,13.1
P. aeruginosa (R+I) to carbapenems,National,SSI,2012,All Ages,1795,170,9.5,8.1,10.8
P. aeruginosa (R+I) to carbapenems,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,National,SSI,2013, 1-18,33,3,9.1,2.3,22.7
P. aeruginosa (R+I) to carbapenems,National,SSI,2013,19-64,917,78,8.5,6.8,10.4
P. aeruginosa (R+I) to carbapenems,National,SSI,2013,65+,1001,97,9.7,7.9,11.6
P. aeruginosa (R+I) to carbapenems,National,SSI,2013,All Ages,1955,178,9.1,7.8,10.4
P. aeruginosa (R+I) to carbapenems,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa (R+I) to carbapenems,National,SSI,2014, 1-18,57,2,3.5,0.5,11.1
P. aeruginosa (R+I) to carbapenems,National,SSI,2014,19-64,955,66,6.9,5.4,8.6
P. aeruginosa (R+I) to carbapenems,National,SSI,2014,65+,981,85,8.7,7,10.5
P. aeruginosa (R+I) to carbapenems,National,SSI,2014,All Ages,2003,154,7.7,6.5,8.9
P. aeruginosa (R+I) to carbapenems,National,SSI,All Years,<1,24,1,4.2,0.2,18.8
P. aeruginosa (R+I) to carbapenems,National,SSI,All Years, 1-18,161,10,6.2,3.1,10.7
P. aeruginosa (R+I) to carbapenems,National,SSI,All Years,19-64,3065,229,7.5,6.5,8.4
P. aeruginosa (R+I) to carbapenems,National,SSI,All Years,65+,3309,325,9.8,8.8,10.8
P. aeruginosa (R+I) to carbapenems,National,SSI,All Years,All Ages,6559,565,8.6,7.9,9.3
P. aeruginosa R to aminoglycosides,National,All HAIs,2011,<1,86,5,5.8,2.1,12.4
P. aeruginosa R to aminoglycosides,National,All HAIs,2011, 1-18,113,5,4.4,1.6,9.5
P. aeruginosa R to aminoglycosides,National,All HAIs,2011,19-64,1637,205,12.5,10.9,14.1
P. aeruginosa R to aminoglycosides,National,All HAIs,2011,65+,1864,176,9.4,8.1,10.8
P. aeruginosa R to aminoglycosides,National,All HAIs,2011,All Ages,3700,391,10.6,9.6,11.5
P. aeruginosa R to aminoglycosides,National,All HAIs,2012,<1,110,5,4.5,1.6,9.7
P. aeruginosa R to aminoglycosides,National,All HAIs,2012, 1-18,200,9,4.5,2.2,8
P. aeruginosa R to aminoglycosides,National,All HAIs,2012,19-64,3170,335,10.6,9.5,11.6
P. aeruginosa R to aminoglycosides,National,All HAIs,2012,65+,3795,315,8.3,7.4,9.2
P. aeruginosa R to aminoglycosides,National,All HAIs,2012,All Ages,7275,664,9.1,8.4,9.8
P. aeruginosa R to aminoglycosides,National,All HAIs,2013,<1,110,3,2.7,0.6,7.2
P. aeruginosa R to aminoglycosides,National,All HAIs,2013, 1-18,191,13,6.8,3.8,11
P. aeruginosa R to aminoglycosides,National,All HAIs,2013,19-64,3608,407,11.3,10.2,12.3
P. aeruginosa R to aminoglycosides,National,All HAIs,2013,65+,4294,383,8.9,8,9.8
P. aeruginosa R to aminoglycosides,National,All HAIs,2013,All Ages,8203,806,9.8,9.1,10.4
P. aeruginosa R to aminoglycosides,National,All HAIs,2014,<1,105,7,6.7,2.9,12.7
P. aeruginosa R to aminoglycosides,National,All HAIs,2014, 1-18,221,10,4.5,2.3,7.9
P. aeruginosa R to aminoglycosides,National,All HAIs,2014,19-64,3611,416,11.5,10.5,12.5
P. aeruginosa R to aminoglycosides,National,All HAIs,2014,65+,4082,337,8.3,7.4,9.1
P. aeruginosa R to aminoglycosides,National,All HAIs,2014,All Ages,8019,770,9.6,8.9,10.2
P. aeruginosa R to aminoglycosides,National,All HAIs,All Years,<1,411,20,4.9,3,7.2
P. aeruginosa R to aminoglycosides,National,All HAIs,All Years, 1-18,725,37,5.1,3.6,6.8
P. aeruginosa R to aminoglycosides,National,All HAIs,All Years,19-64,12026,1363,11.3,10.7,11.9
P. aeruginosa R to aminoglycosides,National,All HAIs,All Years,65+,14035,1211,8.6,8.1,9.1
P. aeruginosa R to aminoglycosides,National,All HAIs,All Years,All Ages,27197,2631,9.7,9.3,10
P. aeruginosa R to aminoglycosides,National,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to aminoglycosides,National,CAUTI,2011, 1-18,36,1,2.8,0.1,12.9
P. aeruginosa R to aminoglycosides,National,CAUTI,2011,19-64,802,137,17.1,14.5,19.8
P. aeruginosa R to aminoglycosides,National,CAUTI,2011,65+,1060,124,11.7,9.8,13.7
P. aeruginosa R to aminoglycosides,National,CAUTI,2011,All Ages,1909,263,13.8,12.2,15.3
P. aeruginosa R to aminoglycosides,National,CAUTI,2012,<1,25,3,12,3.1,29.2
P. aeruginosa R to aminoglycosides,National,CAUTI,2012, 1-18,87,3,3.4,0.8,9
P. aeruginosa R to aminoglycosides,National,CAUTI,2012,19-64,1747,271,15.5,13.8,17.2
P. aeruginosa R to aminoglycosides,National,CAUTI,2012,65+,2365,221,9.3,8.2,10.5
P. aeruginosa R to aminoglycosides,National,CAUTI,2012,All Ages,4224,498,11.8,10.8,12.7
P. aeruginosa R to aminoglycosides,National,CAUTI,2013,<1,35,2,5.7,0.9,17.6
P. aeruginosa R to aminoglycosides,National,CAUTI,2013, 1-18,81,8,9.9,4.6,17.8
P. aeruginosa R to aminoglycosides,National,CAUTI,2013,19-64,2000,311,15.6,14,17.1
P. aeruginosa R to aminoglycosides,National,CAUTI,2013,65+,2615,298,11.4,10.2,12.6
P. aeruginosa R to aminoglycosides,National,CAUTI,2013,All Ages,4731,619,13.1,12.1,14
P. aeruginosa R to aminoglycosides,National,CAUTI,2014,<1,25,2,8,1.3,23.9
P. aeruginosa R to aminoglycosides,National,CAUTI,2014, 1-18,87,4,4.6,1.4,10.7
P. aeruginosa R to aminoglycosides,National,CAUTI,2014,19-64,1964,329,16.8,15.1,18.4
P. aeruginosa R to aminoglycosides,National,CAUTI,2014,65+,2467,263,10.7,9.4,11.9
P. aeruginosa R to aminoglycosides,National,CAUTI,2014,All Ages,4543,598,13.2,12.2,14.1
P. aeruginosa R to aminoglycosides,National,CAUTI,All Years,<1,96,8,8.3,3.9,15.2
P. aeruginosa R to aminoglycosides,National,CAUTI,All Years, 1-18,291,16,5.5,3.2,8.5
P. aeruginosa R to aminoglycosides,National,CAUTI,All Years,19-64,6513,1048,16.1,15.2,16.9
P. aeruginosa R to aminoglycosides,National,CAUTI,All Years,65+,8507,906,10.7,10,11.3
P. aeruginosa R to aminoglycosides,National,CAUTI,All Years,All Ages,15407,1978,12.8,12.3,13.3
P. aeruginosa R to aminoglycosides,National,CLABSI,2011,<1,69,4,5.8,1.8,13.3
P. aeruginosa R to aminoglycosides,National,CLABSI,2011, 1-18,47,3,6.4,1.6,16.3
P. aeruginosa R to aminoglycosides,National,CLABSI,2011,19-64,404,54,13.4,10.3,16.9
P. aeruginosa R to aminoglycosides,National,CLABSI,2011,65+,301,40,13.3,9.7,17.4
P. aeruginosa R to aminoglycosides,National,CLABSI,2011,All Ages,821,101,12.3,10.1,14.6
P. aeruginosa R to aminoglycosides,National,CLABSI,2012,<1,80,2,2.5,0.4,8
P. aeruginosa R to aminoglycosides,National,CLABSI,2012, 1-18,57,5,8.8,3.2,18.3
P. aeruginosa R to aminoglycosides,National,CLABSI,2012,19-64,379,34,9,6.3,12.1
P. aeruginosa R to aminoglycosides,National,CLABSI,2012,65+,334,52,15.6,11.9,19.7
P. aeruginosa R to aminoglycosides,National,CLABSI,2012,All Ages,850,93,10.9,8.9,13.1
P. aeruginosa R to aminoglycosides,National,CLABSI,2013,<1,69,1,1.4,0,6.9
P. aeruginosa R to aminoglycosides,National,CLABSI,2013, 1-18,55,4,7.3,2.3,16.6
P. aeruginosa R to aminoglycosides,National,CLABSI,2013,19-64,479,66,13.8,10.9,17
P. aeruginosa R to aminoglycosides,National,CLABSI,2013,65+,437,47,10.8,8.1,13.9
P. aeruginosa R to aminoglycosides,National,CLABSI,2013,All Ages,1040,118,11.3,9.5,13.3
P. aeruginosa R to aminoglycosides,National,CLABSI,2014,<1,70,5,7.1,2.6,15.1
P. aeruginosa R to aminoglycosides,National,CLABSI,2014, 1-18,60,6,10,4.1,19.6
P. aeruginosa R to aminoglycosides,National,CLABSI,2014,19-64,456,61,13.4,10.4,16.7
P. aeruginosa R to aminoglycosides,National,CLABSI,2014,65+,369,36,9.8,7,13.1
P. aeruginosa R to aminoglycosides,National,CLABSI,2014,All Ages,955,108,11.3,9.4,13.4
P. aeruginosa R to aminoglycosides,National,CLABSI,All Years,<1,288,12,4.2,2.2,6.9
P. aeruginosa R to aminoglycosides,National,CLABSI,All Years, 1-18,219,18,8.2,5,12.4
P. aeruginosa R to aminoglycosides,National,CLABSI,All Years,19-64,1718,215,12.5,11,14.1
P. aeruginosa R to aminoglycosides,National,CLABSI,All Years,65+,1441,175,12.1,10.5,13.9
P. aeruginosa R to aminoglycosides,National,CLABSI,All Years,All Ages,3666,420,11.5,10.4,12.5
P. aeruginosa R to aminoglycosides,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to aminoglycosides,National,SSI,2011, 1-18,30,1,3.3,0.1,15.3
P. aeruginosa R to aminoglycosides,National,SSI,2011,19-64,431,14,3.2,1.8,5.2
P. aeruginosa R to aminoglycosides,National,SSI,2011,65+,503,12,2.4,1.2,4
P. aeruginosa R to aminoglycosides,National,SSI,2011,All Ages,970,27,2.8,1.8,3.9
P. aeruginosa R to aminoglycosides,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to aminoglycosides,National,SSI,2012, 1-18,56,1,1.8,0,8.4
P. aeruginosa R to aminoglycosides,National,SSI,2012,19-64,1044,30,2.9,1.9,4
P. aeruginosa R to aminoglycosides,National,SSI,2012,65+,1096,42,3.8,2.8,5
P. aeruginosa R to aminoglycosides,National,SSI,2012,All Ages,2201,73,3.3,2.6,4.1
P. aeruginosa R to aminoglycosides,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to aminoglycosides,National,SSI,2013, 1-18,55,1,1.8,0,8.6
P. aeruginosa R to aminoglycosides,National,SSI,2013,19-64,1129,30,2.7,1.8,3.7
P. aeruginosa R to aminoglycosides,National,SSI,2013,65+,1242,38,3.1,2.2,4.1
P. aeruginosa R to aminoglycosides,National,SSI,2013,All Ages,2432,69,2.8,2.2,3.5
P. aeruginosa R to aminoglycosides,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to aminoglycosides,National,SSI,2014, 1-18,74,0,0,0,3.9
P. aeruginosa R to aminoglycosides,National,SSI,2014,19-64,1191,26,2.2,1.4,3.1
P. aeruginosa R to aminoglycosides,National,SSI,2014,65+,1246,38,3,2.1,4.1
P. aeruginosa R to aminoglycosides,National,SSI,2014,All Ages,2521,64,2.5,1.9,3.2
P. aeruginosa R to aminoglycosides,National,SSI,All Years,<1,27,0,0,0,10.5
P. aeruginosa R to aminoglycosides,National,SSI,All Years, 1-18,215,3,1.4,0.3,3.7
P. aeruginosa R to aminoglycosides,National,SSI,All Years,19-64,3795,100,2.6,2.1,3.1
P. aeruginosa R to aminoglycosides,National,SSI,All Years,65+,4087,130,3.2,2.6,3.7
P. aeruginosa R to aminoglycosides,National,SSI,All Years,All Ages,8124,233,2.9,2.5,3.2
P. aeruginosa R to ES cephalosporins,National,All HAIs,2011,<1,86,11,12.8,6.9,21.1
P. aeruginosa R to ES cephalosporins,National,All HAIs,2011, 1-18,110,12,10.9,6,17.8
P. aeruginosa R to ES cephalosporins,National,All HAIs,2011,19-64,1650,209,12.7,11.1,14.3
P. aeruginosa R to ES cephalosporins,National,All HAIs,2011,65+,1891,207,10.9,9.5,12.4
P. aeruginosa R to ES cephalosporins,National,All HAIs,2011,All Ages,3737,439,11.7,10.7,12.8
P. aeruginosa R to ES cephalosporins,National,All HAIs,2012,<1,111,5,4.5,1.6,9.6
P. aeruginosa R to ES cephalosporins,National,All HAIs,2012, 1-18,195,11,5.6,3,9.5
P. aeruginosa R to ES cephalosporins,National,All HAIs,2012,19-64,3100,343,11.1,9.9,12.2
P. aeruginosa R to ES cephalosporins,National,All HAIs,2012,65+,3718,343,9.2,8.3,10.1
P. aeruginosa R to ES cephalosporins,National,All HAIs,2012,All Ages,7124,702,9.9,9.1,10.5
P. aeruginosa R to ES cephalosporins,National,All HAIs,2013,<1,108,6,5.6,2.2,11.1
P. aeruginosa R to ES cephalosporins,National,All HAIs,2013, 1-18,178,24,13.5,9,19.1
P. aeruginosa R to ES cephalosporins,National,All HAIs,2013,19-64,3543,378,10.7,9.6,11.7
P. aeruginosa R to ES cephalosporins,National,All HAIs,2013,65+,4196,462,11,10,11.9
P. aeruginosa R to ES cephalosporins,National,All HAIs,2013,All Ages,8025,870,10.8,10.1,11.5
P. aeruginosa R to ES cephalosporins,National,All HAIs,2014,<1,103,9,8.7,4.3,15.4
P. aeruginosa R to ES cephalosporins,National,All HAIs,2014, 1-18,218,18,8.3,5.1,12.4
P. aeruginosa R to ES cephalosporins,National,All HAIs,2014,19-64,3555,363,10.2,9.2,11.2
P. aeruginosa R to ES cephalosporins,National,All HAIs,2014,65+,4010,362,9,8.1,9.9
P. aeruginosa R to ES cephalosporins,National,All HAIs,2014,All Ages,7886,752,9.5,8.9,10.1
P. aeruginosa R to ES cephalosporins,National,All HAIs,All Years,<1,408,31,7.6,5.3,10.4
P. aeruginosa R to ES cephalosporins,National,All HAIs,All Years, 1-18,701,65,9.3,7.2,11.5
P. aeruginosa R to ES cephalosporins,National,All HAIs,All Years,19-64,11848,1293,10.9,10.3,11.4
P. aeruginosa R to ES cephalosporins,National,All HAIs,All Years,65+,13815,1374,9.9,9.4,10.4
P. aeruginosa R to ES cephalosporins,National,All HAIs,All Years,All Ages,26772,2763,10.3,9.9,10.6
P. aeruginosa R to ES cephalosporins,National,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
P. aeruginosa R to ES cephalosporins,National,CAUTI,2011, 1-18,32,2,6.3,1,19.1
P. aeruginosa R to ES cephalosporins,National,CAUTI,2011,19-64,820,119,14.5,12.2,17
P. aeruginosa R to ES cephalosporins,National,CAUTI,2011,65+,1079,115,10.7,8.9,12.6
P. aeruginosa R to ES cephalosporins,National,CAUTI,2011,All Ages,1941,238,12.3,10.8,13.7
P. aeruginosa R to ES cephalosporins,National,CAUTI,2012,<1,26,2,7.7,1.3,23.1
P. aeruginosa R to ES cephalosporins,National,CAUTI,2012, 1-18,84,6,7.1,2.9,14.2
P. aeruginosa R to ES cephalosporins,National,CAUTI,2012,19-64,1716,238,13.9,12.2,15.5
P. aeruginosa R to ES cephalosporins,National,CAUTI,2012,65+,2323,244,10.5,9.3,11.7
P. aeruginosa R to ES cephalosporins,National,CAUTI,2012,All Ages,4149,490,11.8,10.8,12.8
P. aeruginosa R to ES cephalosporins,National,CAUTI,2013,<1,34,3,8.8,2.2,22.1
P. aeruginosa R to ES cephalosporins,National,CAUTI,2013, 1-18,76,9,11.8,5.9,20.6
P. aeruginosa R to ES cephalosporins,National,CAUTI,2013,19-64,1965,242,12.3,10.9,13.8
P. aeruginosa R to ES cephalosporins,National,CAUTI,2013,65+,2562,334,13,11.7,14.3
P. aeruginosa R to ES cephalosporins,National,CAUTI,2013,All Ages,4637,588,12.7,11.7,13.6
P. aeruginosa R to ES cephalosporins,National,CAUTI,2014,<1,25,2,8,1.3,23.9
P. aeruginosa R to ES cephalosporins,National,CAUTI,2014, 1-18,87,6,6.9,2.8,13.7
P. aeruginosa R to ES cephalosporins,National,CAUTI,2014,19-64,1938,237,12.2,10.8,13.7
P. aeruginosa R to ES cephalosporins,National,CAUTI,2014,65+,2433,263,10.8,9.6,12
P. aeruginosa R to ES cephalosporins,National,CAUTI,2014,All Ages,4483,508,11.3,10.4,12.2
P. aeruginosa R to ES cephalosporins,National,CAUTI,All Years,<1,95,9,9.5,4.7,16.6
P. aeruginosa R to ES cephalosporins,National,CAUTI,All Years, 1-18,279,23,8.2,5.4,11.9
P. aeruginosa R to ES cephalosporins,National,CAUTI,All Years,19-64,6439,836,13,12.1,13.8
P. aeruginosa R to ES cephalosporins,National,CAUTI,All Years,65+,8397,956,11.4,10.7,12
P. aeruginosa R to ES cephalosporins,National,CAUTI,All Years,All Ages,15210,1824,12,11.4,12.5
P. aeruginosa R to ES cephalosporins,National,CLABSI,2011,<1,69,9,13,6.5,22.5
P. aeruginosa R to ES cephalosporins,National,CLABSI,2011, 1-18,48,6,12.5,5.2,24.1
P. aeruginosa R to ES cephalosporins,National,CLABSI,2011,19-64,401,69,17.2,13.7,21.1
